All Members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"December 6, 2024",,,,,,,,,,,,Last Increase,,52 Week Range,,Dividend Growth,,,,Trailing Total Returns,,,,,,,Performance,,Profitability,,,Financial Strength,,,Valuation,,,,

Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
FR,"First Industrial Realty Trust, Inc.",,Real Estate,12,52.03,2.84,2.46,0.37,4,1.48,0.320,27/3/2024,15/4/2024,45.10,57.35,13.95,10.50,9.53,13.81,20.91,5.00,In the Margin of Safety,-7,Blended,Ex-date,12,15.13,8.51,47.04,2.57,11.93,1.21,0.45,3.44,24.05,2.82,2.72,,Equity Real Estate Investment Trusts (REITs)

FRME,First Merchants Corporation,,Financials,13,43.3,3.23,3.75,0.35,4,1.40,0.340,7/6/2024,21/6/2024,30.55,46.13,4.55,7.86,7.53,18.17,39.43,-0.24,At Fair Value,0,Blended,Ex-date,11,-28.29,-10.90,30.28,4.51,8.17,0.05,0.00,,12.29,0.95,-13.19,,Banks

FRT,Federal Realty Investment Trust,,Real Estate,57,113.61,3.87,4.35,1.1,4,4.40,1.090,1/10/2024,15/10/2024,95.98,118.34,-24.48,-8.37,-4.47,0.19,31.00,3.08,In the Margin of Safety,-1,Blended,Ex-date excl. specials,-1,-0.13,5.42,24.80,6.86,9.33,0.36,0.58,3.31,33.47,3.31,122.00,,Equity Real Estate Investment Trusts (REITs)

FSBW,"FS Bancorp, Inc.",,Financials,11,46.39,2.33,2.37,0.27,4,1.08,0.260,7/8/2024,21/8/2024,30.64,49.15,9.48,26.82,28.66,25.19,55.57,11.97,At Fair Value,0,Blended,Ex-date,31,9.63,2.61,26.83,2.91,13.87,0.05,0.00,,9.30,1.19,1.21,,Thrifts and Mortgage Finance

FSFG,"First Savings Financial Group, Inc.",,Financials,12,30.54,1.96,2.22,0.15,4,0.60,0.140,14/3/2024,29/3/2024,14.55,30.94,7.28,35.60,22.95,15.20,67.25,-2.24,At Fair Value,0,Blended,Ex-date,25,66.76,-20.15,20.14,4.79,8.29,0.05,0.00,,11.97,0.92,-3.87,,Banks

FSV,FirstService Corporation,,Real Estate,9,194.26,0.51,0.60,0.25,4,1.00,0.225,27/3/2024,5/4/2024,141.26,197.84,68.10,27.45,20.32,,26.50,1.07,At Fair Value,0,Blended,Ex-date,21,-19.10,15.33,2.20,6.90,11.29,1.82,0.50,6.97,75.71,7.17,0.00,,Real Estate Management and Development

FUL,H.B. Fuller Company,,Materials,55,75.61,1.18,1.18,0.223,4,0.89,0.205,24/4/2024,9/5/2024,72.60,87.67,8.23,9.02,6.30,6.87,17.01,8.34,At Fair Value,0,Blended,Ex-date,7,21.82,-0.51,5.15,6.91,10.24,1.89,0.54,6.95,25.70,2.55,6.60,,Chemicals

FULT,Fulton Financial Corporation,,Financials,11,21.16,3.21,4.07,0.17,4,0.68,0.160,29/12/2023,12/1/2024,13.87,22.49,-17.75,-9.15,0.00,4.78,54.43,10.28,At Fair Value,0,Blended,Pay date excl. specials,3,-8.66,4.83,26.25,1.36,9.86,0.07,0.00,,11.31,1.10,4.03,,Banks

FUNC,First United Corporation,,Financials,7,36.17,2.43,3.66,0.22,4,0.88,0.200,18/10/2024,1/11/2024,19.17,36.49,9.60,12.63,17.32,,91.15,21.50,At Fair Value,0,Blended,Declaration date,20,-18.95,-6.23,22.73,2.86,9.82,0.05,0.00,,12.15,1.11,1.83,,Banks

FXNC,First National Corporation,,Financials,10,25.3,2.45,3.07,0.155,4,0.62,0.150,29/11/2024,13/12/2024,14.50,25.51,1.70,8.49,13.40,28.21,3.79,-5.89,At Fair Value,0,Blended,Ex-date,16,-53.86,-12.83,14.45,3.12,5.95,0.11,0.00,,15.58,0.89,-1.65,,Banks

G,Genpact Limited,,Information Technology,8,45.26,1.35,1.20,0.153,4,0.61,0.138,8/3/2024,26/3/2024,30.23,47.98,10.70,12.32,12.52,,10.18,-4.92,In the Margin of Safety,-7,Blended,Ex-date,14,57.16,5.23,14.22,3.37,30.12,1.86,0.44,10.75,10.63,2.89,0.58,,IT Services

GABC,"German American Bancorp, Inc.",,Financials,12,45.52,2.37,2.75,0.27,4,1.08,0.250,8/2/2024,20/2/2024,30.10,47.08,8.17,8.94,9.94,9.70,47.83,3.02,Above Fair Value,4,Blended,Ex-date,12,-7.84,-2.12,33.23,3.27,12.80,0.05,0.00,,13.99,1.55,2.68,,Banks

GATX,GATX Corporation,,Industrials,14,159.24,1.46,2.28,0.58,4,2.32,0.550,29/2/2024,31/3/2024,111.13,167.25,5.53,4.97,4.71,5.83,23.89,16.13,Above Fair Value,16,Blended,Ex-date,6,12.05,12.89,17.77,14.41,11.88,3.04,0.78,2.81,17.67,1.94,2.32,,Trading Companies and Distributors

GCBC,"Greene County Bancorp, Inc.",,Financials,11,30.04,1.20,1.33,0.09,4,0.36,0.080,15/8/2024,30/8/2024,23.63,37.25,13.80,10.44,9.99,6.48,29.93,20.89,At Fair Value,0,Blended,Ex-date,11,-12.96,-10.11,38.33,1.23,12.27,0.10,0.00,,21.43,2.44,3.29,,Thrifts and Mortgage Finance

GD,General Dynamics Corporation,,Industrials,33,275.15,2.06,2.38,1.42,4,5.68,1.320,11/4/2024,10/5/2024,247.37,316.90,6.21,6.17,7.04,8.79,39.71,18.12,At Fair Value,0,Blended,Declaration date,9,10.10,11.08,7.91,11.50,16.96,1.32,0.33,8.71,22.58,3.59,8.47,,Aerospace and Defense

GFF,Griffon Corporation,,Industrials,13,80.71,0.89,1.22,0.18,4,0.72,0.150,25/11/2024,18/12/2024,49.61,86.73,33.34,23.32,15.66,17.47,78.22,50.17,At Fair Value,0,Blended,Ex-date excl. specials,17,196.23,-2.30,8.01,7.94,77.73,2.67,0.89,14.13,15.87,15.03,0.34,,Building Products

GGG,Graco Inc.,,Industrials,27,89.1,1.14,1.20,0.255,4,1.02,0.235,19/1/2024,7/2/2024,77.49,94.77,9.29,10.69,10.31,10.81,21.55,9.09,At Fair Value,0,Blended,Declaration date excl. specials,11,-6.93,-2.42,22.87,3.54,20.73,4.48,0.02,14.70,30.33,5.89,3.98,,Machinery

GHC,Graham Holdings Company,,Consumer Discretionary,8,944.64,0.73,1.12,1.72,4,6.88,1.650,31/1/2024,15/2/2024,638.96,972.13,4.29,4.43,4.37,-1.16,42.35,12.91,Above Fair Value,12,Blended,Ex-date,5,54.12,9.28,4.87,78.73,5.94,1.57,0.25,4.36,15.97,0.89,5.82,,Diversified Consumer Services

GIC,Global Industrial Company,,Industrials,8,27.61,3.62,2.33,0.25,4,1.00,0.200,8/3/2024,18/3/2024,25.01,46.97,21.80,15.29,15.12,,4.09,-0.31,In the Margin of Safety,-13,Blended,Ex-date excl. specials,19,-5.65,9.80,4.92,1.13,24.86,2.02,0.24,15.57,19.99,4.66,4.42,,Trading Companies and Distributors

GILD,"Gilead Sciences, Inc.",,Health Care,9,93.39,3.30,4.12,0.77,4,3.08,0.750,14/3/2024,28/3/2024,62.07,98.90,2.69,2.89,4.47,,16.50,10.75,Above Fair Value,20,Blended,Ex-date,8,-97.85,3.32,0.45,8.05,0.57,1.27,0.56,15.74,829.28,5.66,-18.21,,Biotechnology

GIS,"General Mills, Inc.",,Consumer Staples,5,65.55,3.66,3.20,0.6,4,2.40,0.590,10/7/2024,1/8/2024,61.48,75.90,7.25,5.13,3.88,4.14,19.70,10.70,In the Margin of Safety,-6,Blended,Ex-date,8,2.03,-2.38,12.14,6.24,24.17,0.67,0.59,10.03,16.78,4.25,2.70,,Food Products

GL,Globe Life Inc.,,Financials,19,106.61,0.90,0.86,0.24,4,0.96,0.225,4/4/2024,1/5/2024,38.95,132.00,7.52,6.50,6.94,6.84,-1.72,6.85,In the Margin of Safety,-15,Blended,Pay date,8,21.31,6.72,19.04,15.88,23.55,0.64,0.41,12.60,8.92,1.93,0.74,,Insurance

GLPI,"Gaming and Leisure Properties, Inc.",,Real Estate,10,51.52,5.90,5.98,0.76,4,3.04,0.730,14/3/2024,29/3/2024,41.80,52.60,4.70,5.14,10.38,-10.43,20.44,10.33,At Fair Value,0,Blended,Ex-date excl. specials,16,4.72,7.34,51.54,3.85,17.94,3.36,0.63,6.02,17.94,3.32,1.30,,Equity Real Estate Investment Trusts (REITs)

GLW,Corning Incorporated,,Information Technology,13,49.76,2.25,3.00,0.28,4,1.12,0.270,27/2/2023,30/3/2023,28.76,51.03,0.91,6.02,7.51,10.85,53.11,10.80,Above Fair Value,7,Blended,Ex-date,10,-73.49,-3.00,1.24,2.39,1.94,1.66,0.43,3.90,246.46,3.32,-7.31,,"Electronic Equipment, Instruments and Components"

GNTY,"Guaranty Bancshares, Inc.",,Financials,7,36.88,2.60,2.74,0.24,4,0.96,0.230,22/3/2024,10/4/2024,27.01,38.93,4.40,6.72,8.66,,23.46,1.44,Above Fair Value,1,Blended,Ex-date excl. specials,11,-12.57,-4.11,23.38,5.92,8.88,0.08,0.00,,14.42,1.24,3.70,,Banks

GOLF,Acushnet Holdings Corp.,,Consumer Discretionary,7,74.77,1.15,1.53,0.215,4,0.86,0.195,7/3/2024,22/3/2024,56.34,76.38,9.81,8.93,8.84,,21.82,12.57,Above Fair Value,4,Blended,Ex-date,10,-10.72,0.36,7.78,5.02,19.54,2.11,0.48,10.73,21.66,4.52,1.54,,Leisure Products

GPC,Genuine Parts Company,,Consumer Discretionary,68,124.62,3.21,2.75,1,4,4.00,0.950,29/2/2024,1/4/2024,112.74,164.45,5.48,6.89,5.61,5.74,-0.50,7.56,In the Margin of Safety,-8,Blended,Ex-date,9,-12.30,1.20,4.67,10.40,24.42,1.18,0.56,10.92,17.91,4.14,2.09,,Distributors

GPRK,GeoPark Limited,,Energy,5,11.11,5.29,3.40,0.147,4,0.59,0.136,31/5/2024,14/6/2024,7.24,11.72,8.68,76.49,,,-18.84,-11.12,In the Margin of Safety,-26,Blended,Ex-date excl. specials,,-15.81,-9.02,14.98,7.10,61.09,1.29,0.74,24.85,3.94,2.08,0.66,,"Oil, Gas and Consumable Fuels"

GRC,The Gorman-Rupp Company,,Industrials,18,41.84,1.77,2.11,0.185,4,0.74,0.180,15/11/2024,10/12/2024,30.47,43.79,2.86,5.12,5.93,7.18,20.87,5.13,At Fair Value,0,Blended,Ex-date excl. specials,8,33.88,1.96,5.80,3.33,10.68,2.40,0.52,7.39,26.79,2.79,48.98,,Machinery

GRMN,Garmin Ltd.,,Consumer Discretionary,7,216.59,1.39,2.42,0.75,4,3.00,0.730,17/6/2024,28/6/2024,119.15,217.76,1.38,4.96,6.12,4.76,70.67,6.90,Above Fair Value,34,Blended,Ex-date,8,45.51,17.91,25.49,7.38,21.91,3.30,0.02,12.54,22.00,4.46,1.59,,Household Durables

GS,"The Goldman Sachs Group, Inc.",,Financials,13,596.8,2.01,2.48,3,4,12.00,2.750,30/8/2024,27/9/2024,342.00,612.73,9.76,25.08,24.91,17.73,57.21,12.43,At Fair Value,0,Blended,Ex-date,27,65.42,11.98,24.65,-266.54,10.18,1.61,0.86,,14.38,1.52,1.63,,Capital Markets

GSBC,"Great Southern Bancorp, Inc.",,Financials,10,64.78,2.47,3.02,0.4,4,1.60,0.360,24/6/2022,12/7/2022,48.19,68.02,0.00,5.06,4.25,7.45,23.06,4.41,At Fair Value,0,Blended,Ex-date excl. specials,7,-19.79,-8.50,27.96,4.11,10.50,0.08,0.00,,11.19,1.10,-112.77,,Banks

GTY,Getty Realty Corp.,,Real Estate,12,32.04,5.87,5.80,0.47,4,1.88,0.450,26/12/2024,9/1/2025,25.70,33.85,4.66,4.89,5.16,8.41,22.16,8.91,At Fair Value,0,Blended,Ex-date excl. specials,11,-17.60,9.21,32.97,2.33,6.92,1.11,0.47,3.72,27.27,1.82,-126.14,,Equity Real Estate Investment Trusts (REITs)

GWRS,"Global Water Resources, Inc.",,Utilities,8,12.6,2.41,2.58,0.026,12,0.30,0.025,16/12/2024,30/12/2024,11.41,13.98,8.95,6.41,4.16,,32.87,-10.21,In the Margin of Safety,-17,Blended,Ex-date,7,-15.86,0.10,12.53,0.77,13.26,1.63,0.73,3.64,46.88,6.25,2.41,,Water Utilities

GWW,"W.W. Grainger, Inc.",,Industrials,53,1188.65,0.69,1.29,2.05,4,8.20,1.860,10/5/2024,1/6/2024,800.97,1227.66,9.22,7.48,6.91,6.89,51.45,39.79,Above Fair Value,38,Blended,Ex-date,8,2.97,3.99,10.81,46.61,52.62,2.60,0.46,24.67,27.88,14.45,1.68,,Trading Companies and Distributors

HBB,Hamilton Beach Brands Holding Company,,Consumer Discretionary,7,19.39,2.37,2.57,0.115,4,0.46,0.110,31/5/2024,14/6/2024,14.34,31.78,4.66,4.89,5.16,,150.99,28.66,At Fair Value,0,Blended,Ex-date,8,106.07,5.31,4.07,3.94,18.96,1.44,0.39,12.03,16.21,2.79,2.22,,Household Durables

HBCP,"Home Bancorp, Inc.",,Financials,10,49.68,2.09,2.74,0.26,4,1.04,0.250,28/10/2024,8/11/2024,33.30,52.39,1.02,3.58,4.05,,43.69,7.57,Above Fair Value,0,Blended,Ex-date,6,-12.24,-3.79,27.76,6.67,9.79,0.06,0.00,,9.83,0.92,1.40,,Thrifts and Mortgage Finance

HBNC,"Horizon Bancorp, Inc.",,Financials,13,18.1,3.54,4.21,0.16,4,0.64,0.150,7/7/2022,22/7/2022,11.18,19.18,0.00,8.58,8.79,15.20,53.64,-0.66,At Fair Value,0,Blended,Declaration date,12,-71.68,-18.09,11.49,1.60,2.92,0.06,0.00,,32.21,0.91,-1.63,,Banks

HD,"The Home Depot, Inc.",,Consumer Discretionary,15,426.54,2.11,2.34,2.25,4,9.00,2.090,6/3/2024,21/3/2024,323.77,439.37,8.21,11.08,11.59,17.26,37.58,10.00,At Fair Value,0,Blended,Ex-date,14,-5.51,0.58,9.46,20.08,404.94,1.14,0.92,21.95,27.04,68.47,3.42,,Specialty Retail

HEI,HEICO Corporation,,Industrials,20,269.07,0.08,0.13,0.11,2,0.22,0.100,1/7/2024,15/7/2024,169.70,283.60,5.01,7.30,8.45,13.08,61.66,25.79,Above Fair Value,12,Blended,Declaration date excl. specials,9,18.91,43.13,12.64,4.45,14.44,3.30,0.37,9.47,69.87,9.45,8.46,,Aerospace and Defense

HEI.A,HEICO Corporation,,Industrials,21,208.25,0.11,0.16,0.11,2,0.22,0.100,1/7/2024,15/7/2024,132.96,219.22,5.01,7.30,8.45,13.08,57.90,20.01,Above Fair Value,7,Blended,Declaration date excl. specials,9,18.91,43.13,12.64,4.45,14.44,3.30,0.37,9.47,55.04,7.45,6.67,,Aerospace and Defense

HESM,Hess Midstream LP,,Energy,7,37.16,7.37,8.29,0.685,4,2.74,0.668,7/11/2024,14/11/2024,30.08,39.11,10.90,11.69,11.27,,30.86,16.38,At Fair Value,0,Blended,Ex-date,19,15.63,11.44,13.07,11.62,144.23,0.70,0.89,14.72,14.85,6.92,1.07,,"Oil, Gas and Consumable Fuels"

HFBL,"Home Federal Bancorp, Inc. of Louisiana",,Financials,11,12.5,4.16,2.86,0.13,4,0.52,0.125,5/8/2024,19/8/2024,10.61,15.81,4.13,13.27,11.74,14.99,-10.57,-10.26,In the Margin of Safety,-33,Blended,Ex-date,16,-32.72,-4.66,16.80,0.25,6.33,0.08,0.00,,11.61,0.72,18.49,,Thrifts and Mortgage Finance

HFWA,Heritage Financial Corporation,,Financials,13,26.12,3.52,4.03,0.23,4,0.92,0.220,7/2/2024,22/2/2024,16.55,27.58,4.60,4.39,4.80,10.68,40.23,-1.22,At Fair Value,0,Blended,Ex-date excl. specials,8,-51.32,-21.10,18.42,2.16,4.46,0.05,0.00,,20.10,0.86,-2.05,,Banks

HI,"Hillenbrand, Inc.",,Industrials,16,32.95,2.70,2.54,0.223,4,0.89,0.220,14/12/2023,29/12/2023,25.11,50.58,1.14,1.15,1.17,1.20,-32.74,-11.49,In the Margin of Safety,-5,Blended,Ex-date,4,0.00,12.63,-6.63,2.39,-13.09,1.27,0.59,6.07,-9.18,1.38,0.00,,Machinery

HIFS,Hingham Institution for Savings,,Financials,16,278.57,0.90,0.96,0.63,4,2.52,0.610,29/12/2022,11/1/2023,150.11,300.00,0.81,9.49,10.94,8.85,32.07,-9.21,Above Fair Value,0,Blended,Pay date excl. specials,12,-28.54,-18.88,39.61,7.31,5.62,0.16,0.00,,22.85,1.26,-3.39,,Thrifts and Mortgage Finance

HIG,"The Hartford Financial Services Group, Inc.",,Financials,14,121.22,1.72,2.39,0.52,4,2.08,0.470,2/12/2024,3/1/2025,77.82,124.90,10.59,11.00,9.40,11.56,69.15,21.36,Above Fair Value,8,Blended,Pay date,11,37.00,7.92,11.62,19.09,19.75,1.88,0.21,12.51,11.60,2.06,0.71,,Insurance

HII,"Huntington Ingalls Industries, Inc.",,Industrials,12,188.88,2.86,2.37,1.35,4,5.40,1.300,29/11/2024,13/12/2024,184.29,299.50,4.84,4.48,8.62,20.59,31.81,13.51,In the Margin of Safety,-5,Blended,Ex-date,11,33.94,5.59,5.99,14.27,17.67,0.79,0.41,6.90,14.91,2.47,3.83,,Aerospace and Defense

HLI,"Houlihan Lokey, Inc.",,Financials,9,185.3,1.23,1.96,0.57,4,2.28,0.550,3/6/2024,15/6/2024,112.17,192.10,3.71,13.80,14.07,,50.11,22.19,Above Fair Value,39,Blended,Ex-date,15,30.71,18.83,15.78,8.49,18.56,1.39,0.19,,30.71,5.62,2.18,,Capital Markets

HLNE,Hamilton Lane Incorporated,,Financials,7,185.47,1.06,1.78,0.49,4,1.96,0.445,14/6/2024,5/7/2024,101.20,203.72,10.66,12.17,13.92,,89.13,28.15,Above Fair Value,47,Blended,Ex-date,15,51.15,31.91,28.03,4.70,34.66,2.96,0.27,16.89,35.99,11.60,1.45,,Capital Markets

HMN,Horace Mann Educators Corporation,,Financials,15,41.57,3.27,3.72,0.34,4,1.36,0.330,14/3/2024,29/3/2024,31.81,43.26,3.06,3.16,3.31,4.32,23.76,-0.52,In the Margin of Safety,-4,Blended,Ex-date,7,0.00,10.71,6.56,8.76,8.91,2.83,0.32,5.84,13.87,1.11,-3.19,,Insurance

HNI,HNI Corporation,,Industrials,14,55.74,2.37,3.63,0.33,4,1.32,0.320,23/5/2024,12/6/2024,39.44,58.42,1.57,1.87,1.62,2.87,60.07,17.65,Above Fair Value,8,Blended,Ex-date,4,165.38,10.36,4.84,5.96,15.61,1.10,0.37,10.22,20.00,2.97,5.49,,Commercial Services and Supplies

HOFT,Hooker Furniture Corporation,,Consumer Discretionary,9,16.73,5.50,4.15,0.23,4,0.92,0.220,14/12/2023,29/12/2023,13.09,27.15,4.55,8.52,8.93,8.69,-2.35,-8.30,In the Margin of Safety,-30,Blended,Ex-date,14,0.00,-16.67,-2.46,-0.54,-4.39,2.21,0.26,-2.82,-16.82,0.81,0.00,,Household Durables

HOMB,"Home Bancshares, Inc. (Conway, AR)",,Financials,14,31.01,2.52,2.95,0.195,4,0.78,0.180,14/8/2024,4/9/2024,22.38,32.91,4.26,9.49,8.01,16.30,33.43,7.93,At Fair Value,0,Blended,Ex-date excl. specials,11,-7.00,-2.68,40.10,2.50,10.19,0.08,0.00,,14.02,1.37,5.29,,Banks

HON,Honeywell International Inc.,,Industrials,14,226.29,2.00,2.13,1.13,4,4.52,1.080,15/11/2024,6/12/2024,189.66,242.77,4.86,5.12,5.67,9.15,14.38,1.21,At Fair Value,0,Blended,Ex-date,8,7.26,3.97,15.02,10.38,31.87,1.45,0.65,11.10,23.73,7.73,315.18,,Industrial Conglomerates

HPQ,HP Inc.,,Information Technology,15,36.17,3.20,3.55,0.29,4,1.16,0.276,11/12/2024,2/1/2025,27.43,39.80,5.00,12.46,11.47,6.09,44.39,13.13,At Fair Value,0,Blended,Ex-date,15,-13.83,-0.30,5.19,3.83,21.98,0.73,1.16,29.07,12.54,-25.75,1.97,,"Technology Hardware, Storage and Peripherals"

HRB,"H&R Block, Inc.",,Consumer Discretionary,9,57.35,2.62,3.62,0.375,4,1.50,0.320,5/9/2024,3/10/2024,42.28,68.45,12.19,8.00,5.54,5.26,51.38,40.83,At Fair Value,0,Blended,Ex-date,8,11.97,4.16,16.20,5.19,77.57,0.77,1.24,31.34,15.18,-23.67,1.07,,Diversified Consumer Services

HRL,Hormel Foods Corporation,,Consumer Staples,58,32.86,3.53,2.58,0.29,4,1.16,0.283,13/1/2025,18/2/2025,28.51,36.86,3.46,5.08,6.55,11.30,-13.69,-5.68,In the Margin of Safety,-15,Blended,Ex-date,10,1.13,-1.57,6.76,2.32,10.23,2.33,0.27,6.23,21.15,2.14,-4.91,,Food Products

HSY,The Hershey Company,,Consumer Staples,15,174.5,3.14,2.16,1.37,4,5.48,1.192,16/2/2024,15/3/2024,168.16,211.92,23.31,16.97,12.53,10.30,-1.54,6.49,In the Margin of Safety,-19,Blended,Ex-date,16,-6.45,-1.69,16.17,11.54,43.41,0.85,0.58,16.44,22.19,9.31,3.00,,Food Products

HTBI,"HomeTrust Bancshares, Inc.",,Financials,6,36.76,1.31,1.60,0.12,4,0.48,0.110,14/11/2024,27/11/2024,23.55,38.99,10.01,11.20,12.89,,59.84,8.45,In the Margin of Safety,-1,Blended,Ex-date,14,14.08,2.85,32.34,6.84,11.41,0.14,0.00,,9.70,1.10,0.57,,Banks

HTGC,"Hercules Capital, Inc.",,Financials,6,18.91,8.46,9.58,0.4,4,1.60,0.390,17/8/2023,25/8/2023,15.24,21.79,3.90,7.73,4.90,2.59,33.22,18.96,At Fair Value,0,Blended,Ex-date excl. specials,13,0.80,12.82,65.07,0.27,18.37,1.60,0.49,7.51,9.75,1.70,0.80,,Capital Markets

HTH,Hilltop Holdings Inc.,,Financials,8,31.33,2.17,1.95,0.17,4,0.68,0.160,9/2/2024,28/2/2024,28.58,35.66,6.35,14.19,16.67,,15.91,1.50,At Fair Value,0,Blended,Ex-date,19,-0.46,-0.71,9.10,6.37,5.40,0.38,0.00,,19.68,0.96,-4.03,,Banks

HTLF,"Heartland Financial USA, Inc.",,Financials,9,67.32,1.78,2.62,0.3,4,1.20,0.280,9/2/2023,28/2/2023,31.48,70.27,1.70,10.48,13.40,11.62,98.96,8.76,Above Fair Value,6,Blended,Ex-date,15,-62.15,-19.80,14.92,4.60,4.30,0.05,0.00,,31.50,1.20,-2.11,,Banks

HUBB,Hubbell Incorporated,,Industrials,17,467.12,1.13,1.86,1.32,4,5.28,1.220,29/11/2024,16/12/2024,303.06,481.35,8.93,7.58,7.75,9.33,38.55,35.65,Above Fair Value,31,Blended,Ex-date,9,5.44,7.50,13.33,16.85,25.35,1.67,0.40,13.89,30.65,7.16,2.11,,Electrical Equipment

HUM,Humana Inc.,,Health Care,13,283.06,1.25,0.76,0.885,4,3.54,0.788,30/3/2023,28/4/2023,213.31,488.89,2.84,9.12,10.49,12.40,-34.27,-5.91,In the Margin of Safety,-19,Blended,Pay date,12,-53.59,12.37,1.19,-30.07,7.84,1.76,0.44,6.91,28.22,2.18,-2.86,,Healthcare Providers and Services

HURC,"Hurco Companies, Inc.",,Industrials,11,22.47,2.85,2.09,0.16,4,0.64,0.150,24/3/2023,10/4/2023,14.83,28.20,-49.21,-22.22,-7.40,2.10,-4.61,-11.37,In the Margin of Safety,-16,Blended,Pay date,-5,0.00,-11.63,-6.41,0.32,-5.90,4.56,0.06,-1.38,-8.75,0.55,0.00,,Machinery

HVT,"Haverty Furniture Companies, Inc.",,Consumer Discretionary,11,23.35,5.48,3.84,0.32,4,1.28,0.300,23/5/2024,14/6/2024,21.61,37.05,6.90,9.68,10.88,14.51,2.80,1.29,In the Margin of Safety,-4,Blended,Ex-date excl. specials,16,-58.94,-19.60,3.58,3.68,8.58,1.82,0.42,3.31,16.72,1.47,2.91,,Specialty Retail

HWBK,"Hawthorn Bancshares, Inc.",,Financials,13,31.84,2.39,2.93,0.19,4,0.76,0.170,14/6/2024,1/7/2024,17.86,34.00,9.02,12.69,14.51,18.09,59.41,8.70,At Fair Value,0,Blended,Ex-date excl. specials,17,-52.47,-11.72,10.69,4.13,4.70,0.05,0.00,,28.25,1.30,-1.89,,Banks

HWKN,"Hawkins, Inc.",,Materials,20,133.18,0.54,1.28,0.18,4,0.72,0.160,16/8/2024,30/8/2024,54.45,138.86,10.01,10.35,7.61,5.96,118.39,55.84,Above Fair Value,76,Blended,Ex-date excl. specials,8,18.82,-0.07,8.75,6.07,19.79,2.28,0.21,13.90,31.94,5.88,1.27,,Chemicals

HY,"Hyster-Yale Materials Handling, Inc.",,Industrials,12,55.8,2.51,3.40,0.35,4,1.40,0.325,31/5/2024,14/6/2024,48.73,84.44,4.25,1.80,1.48,2.55,46.33,11.67,In the Margin of Safety,-11,Blended,Ex-date,4,42.68,4.71,3.69,7.81,36.62,1.36,0.47,17.47,7.05,2.11,0.20,,Machinery

IBCP,Independent Bank Corporation,,Financials,10,38.09,2.52,4.50,0.24,4,0.96,0.230,2/2/2024,15/2/2024,22.09,40.32,4.40,4.61,6.61,22.99,88.91,20.65,Above Fair Value,8,Blended,Ex-date,9,3.51,3.26,29.82,3.05,15.01,0.04,0.00,,11.22,1.55,1.10,,Banks

IBM,International Business Machines Corporation,,Information Technology,29,234.75,2.85,4.67,1.67,4,6.68,1.660,9/5/2024,10/6/2024,157.89,237.37,0.61,0.61,0.87,4.98,63.84,22.29,Above Fair Value,24,Blended,Ex-date,4,-11.18,2.31,10.23,14.78,26.73,1.06,0.72,7.50,31.88,8.37,-7.32,,IT Services

IBOC,International Bancshares Corporation,,Financials,15,71.71,1.84,2.99,0.66,2,1.32,0.630,14/2/2024,28/2/2024,48.14,76.91,4.77,4.71,-2.13,9.77,41.30,15.81,Above Fair Value,8,Blended,Ex-date,0,-2.60,0.95,50.10,7.92,16.21,0.07,0.00,,9.28,1.36,0.63,,Banks

ICE,"Intercontinental Exchange, Inc.",,Financials,11,156.37,1.15,1.31,0.45,4,1.80,0.420,14/3/2024,29/3/2024,111.82,167.99,7.93,11.13,10.70,13.04,47.91,13.40,At Fair Value,0,Blended,Ex-date,12,-1.82,21.21,26.53,7.11,9.41,1.01,0.45,5.52,37.90,3.39,14.12,,Capital Markets

IDA,"IDACORP, Inc.",,Utilities,13,115.99,2.97,3.15,0.86,4,3.44,0.830,5/11/2024,2/12/2024,86.43,120.42,5.07,5.35,5.67,6.80,13.95,3.04,At Fair Value,0,Blended,Ex-date,9,1.75,3.56,15.36,10.88,9.13,1.71,0.49,3.28,18.89,1.68,3.50,,Electric Utilities

IEX,IDEX Corporation,,Industrials,15,228.45,1.21,1.15,0.69,4,2.76,0.640,16/5/2024,31/5/2024,189.51,246.36,7.26,8.55,7.42,10.06,4.43,2.42,At Fair Value,0,Blended,Ex-date,9,-20.72,-3.07,15.35,9.21,13.60,2.98,0.36,8.13,33.11,4.27,11.75,,Machinery

IIPR,"Innovative Industrial Properties, Inc.",,Real Estate,7,107.45,7.07,5.71,1.9,4,7.60,1.820,28/6/2024,15/7/2024,84.61,138.35,3.34,10.87,27.83,,90.07,-10.57,In the Margin of Safety,-26,Blended,Ex-date,35,-2.63,3.37,52.51,9.48,8.39,2.66,0.14,4.90,23.75,1.99,0.77,,Equity Real Estate Investment Trusts (REITs)

